recnumb,subj,day,scc,tri,Posevent,NegEvent,pa,na,posC,negC,paC,naC,anx,anxC
602,50,9,1,3.666666746,1.714285731,0.666666687,1.299999952,2.200000048,0.175824177,-0.352564087,-1.338461573,-0.276923051,68,24.62192387
603,50,10,1,5,1.714285731,0.666666687,2.5,1,0.175824177,-0.352564087,-0.138461526,-1.476923099,68,24.62192387
604,50,11,1,5,2.571428537,0.666666687,3,1,1.032966983,-0.352564087,0.361538474,-1.476923099,68,24.62192387
605,50,12,1,5,2,0.666666687,2.099999905,1.799999952,0.461538445,-0.352564087,-0.538461621,-0.676923147,68,24.62192387
606,50,13,1,4.666666508,0.571428597,2.333333254,1.399999976,2.400000095,-0.967032958,1.31410248,-1.238461549,-0.076923004,68,24.62192387
607,51,1,4.5,5.333333492,1.583333373,0.75,3.200000048,1,0.216517907,0.213541672,-0.018749952,-0.974999994,41,-2.378076127
608,51,2,4.75,6,1.857142806,0.416666657,4.599999905,1.899999976,0.49032734,-0.119791671,1.381249905,-0.075000018,41,-2.378076127
609,51,3,5,4.333333492,1.142857194,0.75,3.799999952,3.400000095,-0.223958272,0.213541672,0.581249952,1.425000101,41,-2.378076127
610,51,4,5.5,5.333333492,1.785714269,0.583333313,4.199999809,2.799999952,0.418898802,0.046874986,0.981249809,0.824999958,41,-2.378076127
611,51,5,5.5,5,1.285714269,0.416666657,2.400000095,2.299999952,-0.081101198,-0.119791671,-0.818749905,0.324999958,41,-2.378076127
612,51,6,4.75,3.666666746,1.285714269,2.083333254,2.200000048,2.5,-0.081101198,1.546874926,-1.018749952,0.525000006,41,-2.378076127
613,51,7,5.25,5.666666508,1.785714269,0.083333336,3.400000095,1.100000024,0.418898802,-0.453124992,0.181250095,-0.87499997,41,-2.378076127
614,51,8,5,6,1.928571463,0,3.700000048,1.5,0.561755996,-0.536458328,0.481250048,-0.474999994,41,-2.378076127
615,51,9,4.75,5.666666508,1,0.25,3,1.799999952,-0.366815466,-0.286458328,-0.21875,-0.175000042,41,-2.378076127
616,51,10,4,5.333333492,1.357142806,0.166666672,3.099999905,1.600000024,-0.00967266,-0.369791656,-0.118750095,-0.37499997,41,-2.378076127
617,51,11,4.5,5.333333492,1.571428537,0,3,1.299999952,0.204613071,-0.536458328,-0.21875,-0.675000042,41,-2.378076127
618,51,12,4.75,5.333333492,1.071428537,0.75,3,2.200000048,-0.295386929,0.213541672,-0.21875,0.225000054,41,-2.378076127
619,51,13,4.75,5,0.928571403,0.583333313,3.099999905,1.899999976,-0.438244063,0.046874986,-0.118750095,-0.075000018,41,-2.378076127
620,51,14,4,4,0.928571403,1.083333373,2.900000095,2.700000048,-0.438244063,0.546875045,-0.318749905,0.725000054,41,-2.378076127
621,51,15,4.25,5.333333492,1.428571463,0.5,3,1.799999952,0.061755996,-0.036458328,-0.21875,-0.175000042,41,-2.378076127
622,51,16,4,5.333333492,0.928571403,0.166666672,2.900000095,1.799999952,-0.438244063,-0.369791656,-0.318749905,-0.175000042,41,-2.378076127
623,52,1,6.75,4.333333492,0.428571433,0.666666687,3.799999952,3,-0.05357143,0.481250016,-0.449999988,1.287500009,33,-10.37807613
624,52,2,6.75,5.666666508,0.678571403,0,3.599999905,1,0.19642854,-0.185416671,-0.650000036,-0.712499991,33,-10.37807613
625,52,3,7,5.5,0.75,0.466666698,4.900000095,1,0.267857137,0.281250028,0.650000155,-0.712499991,33,-10.37807613
626,52,4,6,6,0.142857149,0,4.599999905,1,-0.339285714,-0.185416671,0.349999964,-0.712499991,33,-10.37807613
627,52,5,7,5.333333492,0.285714298,0.25,3.099999905,1.299999952,-0.196428564,0.064583329,-1.150000036,-0.412500039,33,-10.37807613
628,52,6,7,5.666666508,0.428571433,0,3.599999905,1,-0.05357143,-0.185416671,-0.650000036,-0.712499991,33,-10.37807613
629,52,7,7,5.333333492,0.642857134,0.333333343,4,1,0.160714271,0.147916673,-0.24999994,-0.712499991,33,-10.37807613
630,52,8,7,6,0.285714298,0.083333336,4.599999905,1.299999952,-0.196428564,-0.102083335,0.349999964,-0.412500039,33,-10.37807613
631,52,9,7,6,0.428571433,0,5.199999809,1.399999976,-0.05357143,-0.185416671,0.949999869,-0.312500015,33,-10.37807613
632,52,10,7,5.333333492,0.357142866,0.083333336,4.199999809,1.5,-0.124999997,-0.102083335,-0.050000131,-0.212499991,33,-10.37807613
633,52,11,7,6,0.571428597,0,4.5,2.299999952,0.089285734,-0.185416671,0.25000006,0.587499961,33,-10.37807613
634,52,12,7,4.333333492,0.5,0.333333343,4.599999905,3.400000095,0.017857137,0.147916673,0.349999964,1.687500104,33,-10.37807613
635,52,13,7,5.333333492,0.428571433,0,4.099999905,1.799999952,-0.05357143,-0.185416671,-0.150000036,0.087499961,33,-10.37807613
636,52,14,7,5.333333492,0.714285731,0.083333336,3.799999952,1.399999976,0.232142868,-0.102083335,-0.449999988,-0.312500015,33,-10.37807613
637,52,15,7,6,0.5,0.083333336,4.800000191,2.099999905,0.017857137,-0.102083335,0.55000025,0.387499914,33,-10.37807613
638,52,16,7,6,0.571428597,0.583333313,4.599999905,2.900000095,0.089285734,0.397916643,0.349999964,1.187500104,33,-10.37807613
639,53,1,4,4.333333492,1.642857194,1.5,4.099999905,3.099999905,-0.032467479,0.492424237,-0.072727355,0.790909019,45,1.621923873
640,53,2,3.5,6,1.714285731,1.083333373,4.599999905,2,0.038961058,0.07575761,0.427272645,-0.309090885,45,1.621923873
641,53,3,2.75,4.666666508,0.5,1.166666627,2.200000048,2.799999952,-1.175324673,0.159090864,-1.972727212,0.490909067,45,1.621923873
642,53,4,2.75,6.333333492,1.571428537,1.25,4.599999905,1.799999952,-0.103896136,0.242424237,0.427272645,-0.509090933,45,1.621923873
643,53,5,3.25,6.333333492,1.142857194,1,4.199999809,2.599999905,-0.532467479,-0.007575763,0.02727255,0.290909019,45,1.621923873
644,53,6,4,6.666666508,2.357142925,0.916666687,5.199999809,1.600000024,0.681818252,-0.090909077,1.02727255,-0.709090861,45,1.621923873
645,53,7,4,7,1.785714269,0.083333336,4.5,1.399999976,0.110389596,-0.924242427,0.32727274,-0.909090909,45,1.621923873
646,53,8,3.75,7,2.714285612,0.5,5.300000191,1.899999976,1.038960939,-0.507575763,1.127272931,-0.409090909,45,1.621923873
647,53,9,3.75,5,0.357142866,2,3.400000095,3.5,-1.318181807,0.992424237,-0.772727164,1.190909115,45,1.621923873
648,53,10,4,6.666666508,2.642857075,0.666666687,4.800000191,2.900000095,0.967532402,-0.340909077,0.627272931,0.59090921,45,1.621923873
649,53,11,3,4,2,0.916666687,3,1.799999952,0.324675327,-0.090909077,-1.17272726,-0.509090933,45,1.621923873
650,54,1,3,4.666666508,1.714285731,0.5,4.699999809,3.099999905,0.123376646,-0.29545454,0.381818034,0.663636283,38,-5.378076127
651,54,2,2.5,4.666666508,2.071428537,1,4.400000095,2.400000095,0.480519452,0.20454546,0.081818321,-0.036363526,38,-5.378076127
652,54,3,2,5.333333492,2.5,0.833333313,4.800000191,1.700000048,0.909090915,0.037878773,0.481818416,-0.736363574,38,-5.378076127
653,54,4,1.5,4.333333492,1.857142806,0.833333313,4.900000095,2.599999905,0.266233721,0.037878773,0.581818321,0.163636283,38,-5.378076127
654,54,5,2,5.333333492,1.785714269,1.25,4.699999809,2,0.194805183,0.45454546,0.381818034,-0.436363621,38,-5.378076127
655,54,6,1.75,5,1.642857194,0.916666687,4.599999905,1.899999976,0.051948108,0.121212146,0.28181813,-0.536363645,38,-5.378076127
656,54,7,2.5,6.333333492,1.285714269,0.75,4.599999905,2.5,-0.305194817,-0.04545454,0.28181813,0.063636379,38,-5.378076127
657,54,8,2.25,5,1.142857194,0.583333313,4.099999905,2.299999952,-0.448051892,-0.212121227,-0.21818187,-0.136363669,38,-5.378076127
658,54,9,2,3,0.571428597,0.833333313,2.5,2.400000095,-1.019480489,0.037878773,-1.818181775,-0.036363526,38,-5.378076127
659,54,10,2.25,4.666666508,1.071428537,0.583333313,4.199999809,2.599999905,-0.519480548,-0.212121227,-0.118181966,0.163636283,38,-5.378076127
660,54,11,2.5,4.666666508,1.857142806,0.666666687,4,3.299999952,0.266233721,-0.128787854,-0.318181775,0.863636331,38,-5.378076127
661,55,1,4.75,5,2.142857075,0.416666657,5.300000191,2,0.505494466,-0.006410271,1.346154011,-0.584615414,30,-13.37807613
662,55,2,7,6.333333492,1.071428537,0.083333336,3.5,1,-0.565934071,-0.339743592,-0.45384618,-1.584615414,30,-13.37807613
663,55,3,7,4,0.642857134,0.083333336,2.700000048,2.400000095,-0.994505474,-0.339743592,-1.253846132,-0.184615319,30,-13.37807613
664,55,4,7,6,1.071428537,0.333333343,3.099999905,2.400000095,-0.565934071,-0.089743584,-0.853846275,-0.184615319,30,-13.37807613
665,55,5,7,7,1.785714269,0.166666672,5.199999809,1,0.14835166,-0.256410256,1.24615363,-1.584615414,30,-13.37807613
666,55,6,7,7,0.928571403,0.75,3.799999952,1.700000048,-0.708791206,0.326923072,-0.153846227,-0.884615366,30,-13.37807613
667,55,7,7,6.666666508,2.071428537,0,4.800000191,1,0.434065929,-0.423076928,0.846154011,-1.584615414,30,-13.37807613
668,55,8,7,6.333333492,1.142857194,0.916666687,3.700000048,2.700000048,-0.494505415,0.493589759,-0.253846132,0.115384634,30,-13.37807613
669,55,9,7,6,2.714285612,0.5,3.5,3.599999905,1.076923004,0.076923072,-0.45384618,1.015384491,30,-13.37807613
670,55,10,6.25,2.333333254,1.285714269,1,2.700000048,7,-0.35164834,0.576923072,-1.253846132,4.415384586,30,-13.37807613
671,55,11,7,1,1.785714269,0.666666687,3.599999905,6.800000191,0.14835166,0.243589759,-0.353846275,4.215384777,30,-13.37807613
672,55,12,7,6.666666508,2.428571463,0.25,5.800000191,1,0.791208854,-0.173076928,1.846154011,-1.584615414,30,-13.37807613
673,55,13,7,6,2.214285612,0.333333343,3.700000048,1,0.576923004,-0.089743584,-0.253846132,-1.584615414,30,-13.37807613
674,56,1,3,4,0.642857134,0.333333343,3,2.900000095,-0.222222256,-0.644444448,-1.085714306,-1.428571326,70,26.62192387
675,56,2,3.75,5.333333492,1.523809552,0.333333343,4.099999905,4.199999809,0.658730162,-0.644444448,0.014285598,-0.128571612,70,26.62192387
676,56,3,3.5,5,1.142857194,0.833333313,4.699999809,3.599999905,0.277777804,-0.144444478,0.614285503,-0.728571517,70,26.62192387
677,56,4,6,5.333333492,0.642857134,0.25,3.900000095,2.5,-0.222222256,-0.727777791,-0.185714211,-1.828571422,70,26.62192387
678,56,5,6,6,1.714285731,0.333333343,5.900000095,2,0.849206341,-0.644444448,1.814285789,-2.328571422,70,26.62192387
679,56,6,1.5,4.666666508,0.571428597,0.916666687,4.400000095,5,-0.293650793,-0.061111104,0.314285789,0.671428578,70,26.62192387
680,56,7,3,5,2.285714388,0.666666687,4.300000191,3.900000095,1.420634998,-0.311111104,0.214285885,-0.428571326,70,26.62192387
681,56,8,1.25,4,0.571428597,1.833333373,4.199999809,3.400000095,-0.293650793,0.855555582,0.114285503,-0.928571326,70,26.62192387
682,56,9,1,5.333333492,0.571428597,2,3.700000048,6.199999809,-0.293650793,1.022222209,-0.385714258,1.871428388,70,26.62192387
683,56,10,1,2,0,1.833333373,2.700000048,6,-0.86507939,0.855555582,-1.385714258,1.671428578,70,26.62192387
684,56,11,1.5,5.666666508,0,0.333333343,4.400000095,5.800000191,-0.86507939,-0.644444448,0.314285789,1.471428769,70,26.62192387
685,56,12,1.25,5.333333492,1.642857194,0.25,5,3.900000095,0.777777804,-0.727777791,0.914285694,-0.428571326,70,26.62192387
686,56,13,1,3.333333254,0.142857149,2.5,3,6,-0.722222241,1.522222209,-1.085714306,1.671428578,70,26.62192387
687,56,14,1,5.333333492,0.285714298,0.666666687,3.900000095,5.199999809,-0.579365092,-0.311111104,-0.185714211,0.871428388,70,26.62192387
688,57,1,4.25,4,0.428571433,0.166666672,3.700000048,1.200000048,0.316326533,0.071428576,0.330952406,-0.571428512,43,-0.378076127
689,57,2,6,5.333333492,0.142857149,0.166666672,4.800000191,1.299999952,0.030612249,0.071428576,1.430952549,-0.471428607,43,-0.378076127
690,57,3,6,4.333333492,0.071428575,0.25,3.700000048,1.299999952,-0.040816326,0.154761904,0.330952406,-0.471428607,43,-0.378076127
691,57,4,6,4.666666508,0,0,3.299999952,1,-0.1122449,-0.095238096,-0.069047689,-0.77142856,43,-0.378076127
692,57,5,6.25,4.666666508,0.214285716,0.166666672,4.599999905,1.600000024,0.102040816,0.071428576,1.230952263,-0.171428536,43,-0.378076127
693,57,6,4.25,3.333333254,0.142857149,0,3.666666746,3,0.030612249,-0.095238096,0.297619104,1.22857144,43,-0.378076127
694,57,7,5,3.333333254,0,0,2.799999952,1.899999976,-0.1122449,-0.095238096,-0.569047689,0.128571417,43,-0.378076127
695,57,8,6,3.666666746,0,0,2.599999905,1.899999976,-0.1122449,-0.095238096,-0.769047737,0.128571417,43,-0.378076127
696,57,9,6.5,4.333333492,0.214285716,0.416666657,3,1.799999952,0.102040816,0.321428561,-0.369047642,0.028571393,43,-0.378076127
697,57,10,6.5,5.333333492,0,0,2.900000095,1.899999976,-0.1122449,-0.095238096,-0.469047546,0.128571417,43,-0.378076127
698,57,11,6,3.333333254,0.214285716,0.166666672,2.5,2.5,0.102040816,0.071428576,-0.869047642,0.72857144,43,-0.378076127
699,57,12,6,4,0.142857149,0,4,1.899999976,0.030612249,-0.095238096,0.630952358,0.128571417,43,-0.378076127
700,57,13,5,4,0,0,2.700000048,1.600000024,-0.1122449,-0.095238096,-0.669047594,-0.171428536,43,-0.378076127
701,57,14,6,4,0,0,2.900000095,1.899999976,-0.1122449,-0.095238096,-0.469047546,0.128571417,43,-0.378076127
702,58,1,5.25,6,1,0,4.300000191,1.200000048,0.566666664,-0.105555557,0.566666857,-0.23999997,36,-7.378076127
703,58,2,5.25,5.333333492,0.928571403,0.25,4,1.899999976,0.495238067,0.144444443,0.266666667,0.459999959,36,-7.378076127
704,58,3,6,7,0.785714269,0,4.900000095,2,0.352380932,-0.105555557,1.166666762,0.559999983,36,-7.378076127
705,58,4,4,5.666666508,0.5,0,4,1.200000048,0.066666664,-0.105555557,0.266666667,-0.23999997,36,-7.378076127
706,58,5,5.25,5.333333492,0.857142866,0.333333343,4.199999809,1.700000048,0.423809529,0.227777786,0.466666476,0.26000003,36,-7.378076127
707,58,6,5.75,5.666666508,0.714285731,0,4,1.100000024,0.280952395,-0.105555557,0.266666667,-0.339999994,36,-7.378076127
708,58,7,5.25,5.333333492,0,0.5,3.799999952,1.299999952,-0.433333336,0.394444443,0.066666619,-0.140000065,36,-7.378076127
709,58,8,6,4.666666508,0.357142866,0.166666672,3.700000048,1.200000048,-0.076190471,0.061111114,-0.033333286,-0.23999997,36,-7.378076127
710,58,9,6,4.333333492,0.357142866,0.166666672,3,1.700000048,-0.076190471,0.061111114,-0.733333333,0.26000003,36,-7.378076127
711,58,10,5.75,4.333333492,0,0,3.799999952,1.100000024,-0.433333336,-0.105555557,0.066666619,-0.339999994,36,-7.378076127
712,58,11,5.75,5,0.142857149,0,3.400000095,1.200000048,-0.290476187,-0.105555557,-0.333333238,-0.23999997,36,-7.378076127
713,58,12,5.75,4.666666508,0.142857149,0,3.099999905,1.700000048,-0.290476187,-0.105555557,-0.633333429,0.26000003,36,-7.378076127
714,58,13,5.75,4.666666508,0.285714298,0,3.299999952,1.799999952,-0.147619038,-0.105555557,-0.433333381,0.359999935,36,-7.378076127
715,58,14,6,4.333333492,0.285714298,0,3.299999952,1.200000048,-0.147619038,-0.105555557,-0.433333381,-0.23999997,36,-7.378076127
716,58,15,5.75,5,0.142857149,0.166666672,3.200000048,1.299999952,-0.290476187,0.061111114,-0.533333286,-0.140000065,36,-7.378076127
717,59,1,4,4.666666508,1.5,0.25,4.5,3.5,0.862637369,-0.134615385,0.22307693,-0.730769286,63,19.62192387
718,59,2,3.75,4.666666508,1.285714269,0.5,5,2.400000095,0.648351637,0.115384615,0.72307693,-1.83076919,63,19.62192387
719,59,3,5,6.333333492,1.357142806,0,5.099999905,2.599999905,0.719780175,-0.384615385,0.823076835,-1.630769381,63,19.62192387
720,59,4,3.25,3.666666746,0.357142866,1,2.200000048,5.900000095,-0.280219766,0.615384615,-2.076923022,1.66923081,63,19.62192387
721,59,5,4.25,4.666666508,0.928571403,0.25,5.5,3.400000095,0.291208772,-0.134615385,1.22307693,-0.83076919,63,19.62192387
722,59,6,5.25,5.666666508,1.071428537,0,6.599999905,2.200000048,0.434065906,-0.384615385,2.323076835,-2.030769238,63,19.62192387
723,59,7,3.75,5.666666508,0.357142866,0,6.300000191,3.599999905,-0.280219766,-0.384615385,2.023077121,-0.630769381,63,19.62192387
724,59,8,1.75,4.333333492,0.214285716,0,2.799999952,5.5,-0.423076915,-0.384615385,-1.476923117,1.269230714,63,19.62192387
725,59,9,3,3.333333254,0.214285716,0.75,3.200000048,4.800000191,-0.423076915,0.365384615,-1.076923022,0.569230905,63,19.62192387
726,59,10,2.75,3.666666746,0,0.416666657,2.299999952,5.400000095,-0.637362631,0.032051272,-1.976923117,1.16923081,63,19.62192387
727,59,11,3.25,4.666666508,0.285714298,0.333333343,4.599999905,4.300000191,-0.351648333,-0.051282041,0.323076835,0.069230905,63,19.62192387
728,59,12,2.75,4.666666508,0.285714298,0.5,4.400000095,4.5,-0.351648333,0.115384615,0.123077026,0.269230714,63,19.62192387
729,59,13,4,4,0.428571433,1,3.099999905,6.900000095,-0.208791199,0.615384615,-1.176923165,2.66923081,63,19.62192387
730,60,1,1,5,1.428571463,0.833333313,3.400000095,5,0.520089321,0.416666649,-0.043749928,2.831249982,46,2.621923873
731,60,2,1,1.333333373,0.357142866,0.75,1,4.300000191,-0.551339276,0.333333336,-2.443750024,2.131250173,46,2.621923873
732,60,3,2.5,4.333333492,1,0.583333313,3.299999952,2.5,0.091517858,0.166666649,-0.143750072,0.331249982,46,2.621923873
733,60,4,2.75,5.333333492,0.285714298,0.166666672,4.599999905,1.399999976,-0.622767843,-0.249999993,1.156249881,-0.768750042,46,2.621923873
734,60,5,3,6,1.571428537,0.333333343,5.400000095,1.299999952,0.662946396,-0.083333321,1.956250072,-0.868750066,46,2.621923873
735,60,6,3,7,2.071428537,0.833333313,5.800000191,2.099999905,1.162946396,0.416666649,2.356250167,-0.068750113,46,2.621923873
736,60,7,3,5.333333492,1.214285731,0.333333343,3.200000048,1.399999976,0.30580359,-0.083333321,-0.243749976,-0.768750042,46,2.621923873
737,60,8,3,3.666666746,0.285714298,0.416666657,3,2.900000095,-0.622767843,-7.45E-09,-0.443750024,0.731250077,46,2.621923873
738,60,9,3.25,6,1.071428537,0,3.799999952,1,0.162946396,-0.416666664,0.356249928,-1.168750018,46,2.621923873
739,60,10,3.25,6.666666508,1,0,3.400000095,1.100000024,0.091517858,-0.416666664,-0.043749928,-1.068749994,46,2.621923873
740,60,11,3.25,4.666666508,0.535714269,0.25,2.5,1.399999976,-0.372767873,-0.166666664,-0.943750024,-0.768750042,46,2.621923873
741,60,12,3.75,5.666666508,0.857142866,0.333333343,2.299999952,2.200000048,-0.051339276,-0.083333321,-1.143750072,0.03125003,46,2.621923873
742,60,13,3.5,6,0.642857134,0.583333313,3.900000095,1.799999952,-0.265625007,0.166666649,0.456250072,-0.368750066,46,2.621923873
743,60,14,3,4.666666508,1,0.416666657,3.200000048,2.200000048,0.091517858,-7.45E-09,-0.243749976,0.03125003,46,2.621923873
744,60,15,3.75,4,0.571428597,0.666666687,2.5,2.400000095,-0.337053545,0.250000022,-0.943750024,0.231250077,46,2.621923873
745,60,16,3.5,5.333333492,0.642857134,0.166666672,3.799999952,1.700000048,-0.265625007,-0.249999993,0.356249928,-0.46874997,46,2.621923873
746,61,1,2,3,1.642857194,1.666666627,1.799999952,5.699999809,-0.186813171,0.512820478,-2.476923117,1.77692284,43,-0.378076127
747,61,2,3.75,5.666666508,2.428571463,0.833333313,5.599999905,2.400000095,0.598901098,-0.320512836,1.323076835,-1.523076874,43,-0.378076127
748,61,3,2,2.666666746,1.642857194,1.5,3.200000048,6.5,-0.186813171,0.346153851,-1.076923022,2.576923031,43,-0.378076127
749,61,4,2.5,6.333333492,3.428571463,1,5.300000191,2,1.598901098,-0.153846149,1.023077121,-1.923076969,43,-0.378076127
750,61,5,2.75,4.666666508,1.428571463,1.666666627,4.5,4.300000191,-0.401098902,0.512820478,0.22307693,0.376923222,43,-0.378076127
751,61,6,3.75,4.666666508,2.285714388,1.666666627,5.099999905,3.5,0.456044023,0.512820478,0.823076835,-0.423076969,43,-0.378076127
752,61,7,2.5,5.666666508,1.428571463,0.333333343,6.699999809,1.600000024,-0.401098902,-0.820512806,2.42307674,-2.323076945,43,-0.378076127
753,61,8,1,2.333333254,0.857142866,1,1.5,6.400000095,-0.972527499,-0.153846149,-2.77692307,2.476923126,43,-0.378076127
754,61,9,1.25,5.333333492,2.285714388,0.333333343,4.699999809,4.800000191,0.456044023,-0.820512806,0.42307674,0.876923222,43,-0.378076127
755,61,10,1,6.666666508,2,0.666666687,6.300000191,2.099999905,0.170329635,-0.487179463,2.023077121,-1.823077064,43,-0.378076127
756,61,11,1.25,5.666666508,0.857142866,1.666666627,3.900000095,4.300000191,-0.972527499,0.512820478,-0.376922974,0.376923222,43,-0.378076127
757,61,12,1.25,4,2.071428537,1.333333373,2.599999905,4.300000191,0.241758172,0.179487224,-1.676923165,0.376923222,43,-0.378076127
758,61,13,2.25,4.666666508,1.428571463,1.333333373,4.400000095,3.099999905,-0.401098902,0.179487224,0.123077026,-0.823077064,43,-0.378076127
759,62,1,3.25,3,0.928571403,1.083333373,2.900000095,2.700000048,-0.278571455,0.202222251,-0.742222134,-0.806666613,55,11.62192387
760,62,2,3,3.666666746,1.071428537,0.916666687,3.700000048,2.900000095,-0.13571432,0.035555564,0.057777818,-0.606666565,55,11.62192387
761,62,3,2.25,3,0.928571403,1,4.599999905,5,-0.278571455,0.118888878,0.957777675,1.49333334,55,11.62192387
762,62,4,2,3.333333254,0.785714269,0.583333313,3.299999952,3.200000048,-0.421428589,-0.297777809,-0.342222277,-0.306666613,55,11.62192387
763,62,5,1,4.333333492,2.357142925,0,4.800000191,3.299999952,1.150000068,-0.881111122,1.157777961,-0.206666708,55,11.62192387
764,62,6,2,3.333333254,1.357142806,0.916666687,2.700000048,3.5,0.149999948,0.035555564,-0.942222182,-0.00666666,55,11.62192387
765,62,7,2,4.666666508,1,0.416666657,3.799999952,2.200000048,-0.207142858,-0.464444465,0.157777723,-1.306666613,55,11.62192387
766,62,8,1.25,2.333333254,1.428571463,1.5,4.099999905,4.199999809,0.221428605,0.618888878,0.457777675,0.693333149,55,11.62192387
767,62,9,2,5,1.785714269,0.666666687,4.599999905,2.700000048,0.578571411,-0.214444436,0.957777675,-0.806666613,55,11.62192387
768,62,10,2,4,1.142857194,0.666666687,3.5,4.099999905,-0.064285664,-0.214444436,-0.14222223,0.593333244,55,11.62192387
769,62,11,2,3,1.214285731,1.75,4.099999905,3.5,0.007142874,0.868888878,0.457777675,-0.00666666,55,11.62192387
770,62,12,1,3.666666746,1.214285731,1.25,2,3.200000048,0.007142874,0.368888878,-1.64222223,-0.306666613,55,11.62192387
771,62,13,2,3.333333254,1.178571463,1.800000072,5.333333492,5.099999905,-0.028571395,0.918888949,1.691111263,1.593333244,55,11.62192387
772,62,14,2,3,1.357142806,0.5,3,3.200000048,0.149999948,-0.381111122,-0.64222223,-0.306666613,55,11.62192387
773,62,15,2,2,0.357142866,0.166666672,2.200000048,3.799999952,-0.849999992,-0.714444451,-1.442222182,0.293333292,55,11.62192387
774,63,1,3.25,5,1.642857194,0.583333313,4,2.200000048,0.571428611,0.161111091,0.466666683,-0.133333302,50,6.621923873
775,63,2,4.5,5.666666508,1.071428537,0.75,3.400000095,2.200000048,-4.57E-08,0.327777777,-0.133333222,-0.133333302,50,6.621923873
776,63,3,4,5.333333492,1.142857194,0.916666687,3.700000048,3.200000048,0.071428611,0.494444464,0.16666673,0.866666698,50,6.621923873
777,63,4,4,5.666666508,1.285714269,0.25,3.400000095,1.799999952,0.214285686,-0.172222223,-0.133333222,-0.533333397,50,6.621923873
778,63,5,3.75,6,1.214285731,0.333333343,4,2,0.142857148,-0.08888888,0.466666683,-0.333333349,50,6.621923873
779,63,6,4,4.666666508,1.142857194,0.833333313,3,2.200000048,0.071428611,0.411111091,-0.533333317,-0.133333302,50,6.621923873
780,63,7,4,5.666666508,0.5,0.5,3.900000095,2.400000095,-0.571428583,0.077777777,0.366666778,0.066666746,50,6.621923873
781,63,8,4,5.666666508,1.142857194,0,3.599999905,2.200000048,0.071428611,-0.422222223,0.066666587,-0.133333302,50,6.621923873
782,63,9,4,5.666666508,1.357142806,0.25,3.299999952,2.200000048,0.285714223,-0.172222223,-0.233333365,-0.133333302,50,6.621923873
783,63,10,4,3.666666746,0.5,0.25,2.799999952,2.299999952,-0.571428583,-0.172222223,-0.733333365,-0.033333397,50,6.621923873
784,63,11,4,5.666666508,1.214285731,0.666666687,3.700000048,2.200000048,0.142857148,0.244444464,0.16666673,-0.133333302,50,6.621923873
785,63,12,3,3.666666746,0.714285731,0.75,2.799999952,2.799999952,-0.357142852,0.327777777,-0.733333365,0.466666603,50,6.621923873
786,63,13,4,6,1.5,0,4.199999809,2.599999905,0.428571417,-0.422222223,0.666666492,0.266666555,50,6.621923873
787,63,14,4,5.666666508,0.428571433,0,3,2,-0.64285715,-0.422222223,-0.533333317,-0.333333349,50,6.621923873
788,63,15,4,5.666666508,1.214285731,0.25,4.199999809,2.700000048,0.142857148,-0.172222223,0.666666492,0.366666698,50,6.621923873
789,64,1,4,5,0.357142866,0,1.899999976,2.200000048,-0.107142853,-0.340277775,-0.483333329,-0.841666639,73,29.62192387
790,64,2,4,4,0,0,1.299999952,1.799999952,-0.464285719,-0.340277775,-1.083333353,-1.241666734,73,29.62192387
791,64,3,4.25,1.333333373,0.285714298,0.833333313,1.399999976,5.900000095,-0.17857142,0.493055539,-0.983333329,2.858333409,73,29.62192387
792,64,4,4,3,0.357142866,0.416666657,1.600000024,1.5,-0.107142853,0.076388882,-0.783333282,-1.541666687,73,29.62192387
793,64,5,4,4.666666508,0.214285716,0.166666672,2.700000048,2,-0.250000002,-0.173611103,0.316666742,-1.041666687,73,29.62192387
794,64,6,4,5.333333492,0.714285731,0.5,3.099999905,5.300000191,0.250000012,0.159722225,0.716666599,2.258333504,73,29.62192387
795,64,7,4,4.333333492,0.214285716,0.333333343,1.100000024,2,-0.250000002,-0.006944432,-1.283333282,-1.041666687,73,29.62192387
796,64,8,4,3.666666746,0.642857134,0,2,3.799999952,0.178571415,-0.340277775,-0.383333306,0.758333266,73,29.62192387
797,64,9,4,3.666666746,0.714285731,0.333333343,3.599999905,3,0.250000012,-0.006944432,1.216666599,-0.041666687,73,29.62192387
798,64,10,4,3.666666746,0.428571433,0.166666672,2.900000095,2,-0.035714286,-0.173611103,0.51666679,-1.041666687,73,29.62192387
799,64,11,4,2,0.571428597,1.166666627,2.299999952,4.5,0.107142878,0.826388852,-0.083333353,1.458333313,73,29.62192387
800,64,12,4,5.666666508,1.071428537,0.166666672,4.699999809,2.5,0.607142818,-0.173611103,2.316666504,-0.541666687,73,29.62192387
801,65,1,2,5,2.142857075,0.666666687,4.900000095,2.799999952,0.023809493,0.097222244,0.433333317,0.716666639,58.11397171,14.73589558
802,65,2,4,6,2.142857075,0.583333313,4.800000191,2.700000048,0.023809493,0.013888871,0.333333413,0.616666734,58.11397171,14.73589558
803,65,3,4,6,2.214285612,0.583333313,3.900000095,1.899999976,0.09523803,0.013888871,-0.566666683,-0.183333337,58.11397171,14.73589558
804,65,4,3,5,1.642857194,0.666666687,4.900000095,2.299999952,-0.476190388,0.097222244,0.433333317,0.216666639,58.11397171,14.73589558
