recnumb,subj,day,scc,tri,Posevent,NegEvent,pa,na,posC,negC,paC,naC,anx,anxC
194,15,4,5,6,1.785714269,0,4,2.299999952,0.30672268,-0.220588239,0.617647073,-0.129411782,40,-3.378076127
195,15,5,5.25,6,1.571428537,0.083333336,4.199999809,2.200000048,0.092436948,-0.137254903,0.817646882,-0.229411686,40,-3.378076127
196,15,6,5,6,1.642857194,0.916666687,3.299999952,3.200000048,0.163865605,0.696078448,-0.082352975,0.770588314,40,-3.378076127
197,15,7,5,5.666666508,1.5,0.166666672,4.099999905,2.099999905,0.021008411,-0.053921567,0.717646977,-0.329411829,40,-3.378076127
198,15,8,5.25,5.666666508,2.142857075,0.25,4.800000191,2.200000048,0.663865486,0.029411761,1.417647264,-0.229411686,40,-3.378076127
199,15,9,6,5.666666508,1.428571463,0.416666657,2.299999952,2.599999905,-0.050420126,0.196078418,-1.082352975,0.170588171,40,-3.378076127
200,15,10,5.75,5.666666508,1.428571463,0.166666672,3.099999905,2,-0.050420126,-0.053921567,-0.282353023,-0.429411734,40,-3.378076127
201,15,11,6,3.666666746,0.857142866,0.5,2,3.200000048,-0.621848723,0.279411761,-1.382352927,0.770588314,40,-3.378076127
202,15,12,5.25,5,1.214285731,0,2.799999952,2,-0.264705858,-0.220588239,-0.582352975,-0.429411734,40,-3.378076127
203,15,13,5.333333492,5,1.357142806,0.166666672,3.200000048,2.099999905,-0.121848783,-0.053921567,-0.182352879,-0.329411829,40,-3.378076127
204,15,14,5,5.333333492,1.5,0,2.299999952,2.599999905,0.021008411,-0.220588239,-1.082352975,0.170588171,40,-3.378076127
205,15,15,5.75,4.666666508,1.214285731,0,2.799999952,2.099999905,-0.264705858,-0.220588239,-0.582352975,-0.329411829,40,-3.378076127
206,15,16,6,5,1.285714269,0.083333336,3,2.700000048,-0.19327732,-0.137254903,-0.382352927,0.270588314,40,-3.378076127
207,15,17,6,5,1.357142806,0,2.099999905,2.299999952,-0.121848783,-0.220588239,-1.282353023,-0.129411782,40,-3.378076127
208,16,1,3.75,3.666666746,0.785714269,1.5,1.700000048,3.5,0.24725272,0.788461537,-0.61538456,0.576923114,53,9.621923873
209,16,2,3.25,2.666666746,0.071428575,1.333333373,2.5,4.699999809,-0.467032974,0.62179491,0.184615392,1.776922923,53,9.621923873
210,16,3,3.25,2.666666746,0.285714298,1.583333373,2.099999905,3,-0.25274725,0.87179491,-0.215384703,0.076923114,53,9.621923873
211,16,4,3.5,5.333333492,1,0.25,3.299999952,2,0.461538452,-0.461538463,0.984615344,-0.923076886,53,9.621923873
212,16,5,4.75,2,0,1,2,4.699999809,-0.538461548,0.288461537,-0.315384608,1.776922923,53,9.621923873
213,16,6,4,4.666666508,0.714285731,0.166666672,2.599999905,1.5,0.175824183,-0.544871791,0.284615297,-1.423076886,53,9.621923873
214,16,7,3,2.333333254,0.285714298,0.583333313,2.200000048,2.799999952,-0.25274725,-0.128205149,-0.11538456,-0.123076934,53,9.621923873
215,16,8,3.5,4.666666508,0.428571433,0.25,1.600000024,1.299999952,-0.109890115,-0.461538463,-0.715384584,-1.623076934,53,9.621923873
216,16,9,4,4,1,0.416666657,2.099999905,1.799999952,0.461538452,-0.294871806,-0.215384703,-1.123076934,53,9.621923873
217,16,10,3.75,4.333333492,0.714285731,0.583333313,2.200000048,2.900000095,0.175824183,-0.128205149,-0.11538456,-0.023076791,53,9.621923873
218,16,11,3.75,1.666666627,0,0.833333313,1.600000024,3.799999952,-0.538461548,0.121794851,-0.715384584,0.876923066,53,9.621923873
219,16,12,3.75,4.333333492,0.571428597,0.333333343,2.299999952,2.599999905,0.032967049,-0.378205119,-0.015384656,-0.323076982,53,9.621923873
220,16,13,4,5,1.142857194,0.416666657,3.900000095,3.400000095,0.604395646,-0.294871806,1.584615487,0.476923209,53,9.621923873
221,17,1,4,3.333333254,1,1.25,5.300000191,4.5,0.107142856,-0.277777771,1.583333492,-0.383333365,64.48518372,21.10710759
222,17,2,3.25,3.666666746,1.785714269,1,3.599999905,5.300000191,0.892857124,-0.527777771,-0.116666794,0.416666826,64.48518372,21.10710759
223,17,3,2.25,3.333333254,0.5,2,3.900000095,4.599999905,-0.392857144,0.472222229,0.183333397,-0.28333346,64.48518372,21.10710759
224,17,4,2.25,3.666666746,0.571428597,1.666666627,3,4.800000191,-0.321428547,0.138888856,-0.716666698,-0.083333174,64.48518372,21.10710759
225,17,5,1.75,3,1,1.25,3,4,0.107142856,-0.277777771,-0.716666698,-0.883333365,64.48518372,21.10710759
226,17,6,2.75,2.333333254,0.5,2,3.5,6.099999905,-0.392857144,0.472222229,-0.216666698,1.21666654,64.48518372,21.10710759
227,18,1,3,2,0.666666687,1,3.099999905,4.699999809,-0.308035696,0.499999995,-0.787500083,1.78749983,56,12.62192387
228,18,2,3.25,5.666666508,1.071428537,0.25,5.300000191,2.400000095,0.096726155,-0.250000005,1.412500203,-0.512499884,56,12.62192387
229,18,3,3.5,5.333333492,1.714285731,0.166666672,4.699999809,2.400000095,0.739583349,-0.333333333,0.812499821,-0.512499884,56,12.62192387
230,18,4,4.25,6,1.071428537,0.25,3.099999905,1.799999952,0.096726155,-0.250000005,-0.787500083,-1.112500027,56,12.62192387
231,18,5,2,4.333333492,1.428571463,0.75,5.199999809,3.099999905,0.45386908,0.249999995,1.312499821,0.187499925,56,12.62192387
232,18,6,3.5,6,1,0.25,3.900000095,2.599999905,0.025297618,-0.250000005,0.012500107,-0.312500075,56,12.62192387
233,18,7,2.75,5.333333492,1.142857194,0.666666687,5.400000095,3.200000048,0.168154811,0.166666682,1.512500107,0.287500069,56,12.62192387
234,18,8,2,3.666666746,0.5,0.666666687,2.799999952,3.5,-0.474702382,0.166666682,-1.087500036,0.587500021,56,12.62192387
235,18,9,3.75,5,0.857142866,0.583333313,3.900000095,2.700000048,-0.117559517,0.083333309,0.012500107,-0.212499931,56,12.62192387
236,18,10,3,2.333333254,0,1.333333373,3.200000048,4.599999905,-0.974702382,0.833333368,-0.68749994,1.687499925,56,12.62192387
237,18,11,3.5,5,1.142857194,0.75,5,2.799999952,0.168154811,0.249999995,1.112500012,-0.112500027,56,12.62192387
238,18,12,4,5.333333492,1.357142806,0.166666672,4,2.400000095,0.382440424,-0.333333333,0.112500012,-0.512499884,56,12.62192387
239,18,13,3.75,5,0.428571433,0.166666672,2.799999952,2.200000048,-0.54613095,-0.333333333,-1.087500036,-0.712499931,56,12.62192387
240,18,14,3,5,1.285714269,0.5,2.700000048,2.599999905,0.311011886,-4.66E-09,-1.18749994,-0.312500075,56,12.62192387
241,18,15,3.75,5.666666508,1.071428537,0,4.199999809,2,0.096726155,-0.500000005,0.312499821,-0.912499979,56,12.62192387
242,18,16,4.25,4.666666508,0.857142866,0.5,2.900000095,3.599999905,-0.117559517,-4.66E-09,-0.987499893,0.687499925,56,12.62192387
243,19,1,6,4.666666508,1.357142806,0,4.400000095,2.099999905,-0.108631019,-0.22916667,-0.881249875,0.887499914,27,-16.37807613
244,19,2,5,6,1.857142806,0,4.599999905,1,0.391368981,-0.22916667,-0.681250066,-0.212499991,27,-16.37807613
245,19,3,7,6,1.119047642,0,5.599999905,1,-0.346726183,-0.22916667,0.318749934,-0.212499991,27,-16.37807613
246,19,4,7,5.333333492,0.571428597,0.5,5.300000191,1.299999952,-0.894345228,0.27083333,0.018750221,0.087499961,27,-16.37807613
247,19,5,7,6,0.571428597,0.25,5,1,-0.894345228,0.02083333,-0.28124997,-0.212499991,27,-16.37807613
248,19,6,7,6,1.571428537,0,6.199999809,1,0.105654713,-0.22916667,0.918749839,-0.212499991,27,-16.37807613
249,19,7,7,5.666666508,1.90476203,0,5.599999905,1,0.438988205,-0.22916667,0.318749934,-0.212499991,27,-16.37807613
250,19,8,7,5.333333492,1.428571463,0.666666687,5.400000095,1.200000048,-0.037202362,0.437500017,0.118750125,-0.012499943,27,-16.37807613
251,19,9,7,6,1.714285731,0.333333343,5.099999905,1.299999952,0.248511907,0.104166673,-0.181250066,0.087499961,27,-16.37807613
252,19,10,7,5.333333492,1.428571463,0.333333343,4.5,1.600000024,-0.037202362,0.104166673,-0.78124997,0.387500033,27,-16.37807613
253,19,11,7,6.333333492,2.285714388,0,5.699999809,1,0.819940563,-0.22916667,0.418749839,-0.212499991,27,-16.37807613
254,19,12,7,6,2,0,5.699999809,1,0.534226175,-0.22916667,0.418749839,-0.212499991,27,-16.37807613
255,19,13,7,6,1.714285731,0.583333313,5.5,1.299999952,0.248511907,0.354166644,0.21875003,0.087499961,27,-16.37807613
256,19,14,7,6,1.071428537,0,5.400000095,1,-0.394345287,-0.22916667,0.118750125,-0.212499991,27,-16.37807613
257,19,15,7,5.333333492,0.857142866,0.666666687,5.300000191,1.600000024,-0.608630959,0.437500017,0.018750221,0.387500033,27,-16.37807613
258,19,16,7,6,2,0.333333343,5.199999809,1,0.534226175,0.104166673,-0.081250161,-0.212499991,27,-16.37807613
259,20,1,4.25,4,0.285714298,0.5,3.799999952,3.200000048,-0.410714285,-0.0625,-1.99E-08,1.133333385,34,-9.378076127
260,20,2,6,6,0.571428597,0.5,3.400000095,2.200000048,-0.124999986,-0.0625,-0.399999877,0.133333385,34,-9.378076127
261,20,3,6,6,0.214285716,0.25,3.200000048,1.200000048,-0.482142867,-0.3125,-0.599999925,-0.866666615,34,-9.378076127
262,20,4,6,5,0.571428597,0.333333343,3.5,2.5,-0.124999986,-0.229166657,-0.299999972,0.433333337,34,-9.378076127
263,20,5,6,5.666666508,1.142857194,0.666666687,4.699999809,2.799999952,0.446428611,0.104166687,0.899999837,0.73333329,34,-9.378076127
264,20,6,7,6.666666508,1.214285731,0.583333313,4.699999809,1.600000024,0.517857148,0.020833313,0.899999837,-0.466666639,34,-9.378076127
265,20,7,6,6,1.571428537,0.833333313,4.199999809,1.5,0.874999954,0.270833313,0.399999837,-0.566666663,34,-9.378076127
266,20,8,6,6,0.785714269,0.416666657,4.300000191,2.5,0.089285685,-0.145833343,0.500000219,0.433333337,34,-9.378076127
267,20,9,5,6,0.714285731,0.583333313,4,1.299999952,0.017857148,0.020833313,0.200000028,-0.76666671,34,-9.378076127
268,20,10,6,4,0.571428597,1.083333373,3.299999952,3.099999905,-0.124999986,0.520833373,-0.50000002,1.033333242,34,-9.378076127
269,20,11,6.75,5.333333492,0.357142866,0.25,3.299999952,1.299999952,-0.339285718,-0.3125,-0.50000002,-0.76666671,34,-9.378076127
270,20,12,7,5.333333492,0.357142866,0.75,3.200000048,1.600000024,-0.339285718,0.1875,-0.599999925,-0.466666639,34,-9.378076127
271,21,1,3.25,3.666666746,0.642857134,1.5,3.099999905,6.199999809,-0.17777779,0.611111103,-0.126666705,0.706666501,67,23.62192387
272,21,2,3.25,3.333333254,1.428571463,1.25,3.599999905,5.900000095,0.607936538,0.361111103,0.373333295,0.406666787,67,23.62192387
273,21,3,4.25,3.333333254,1.5,0.583333313,3.099999905,5.699999809,0.679365076,-0.305555584,-0.126666705,0.206666501,67,23.62192387
274,21,4,4.5,3.666666746,0.214285716,0.833333313,2.799999952,5.699999809,-0.606349208,-0.055555584,-0.426666657,0.206666501,67,23.62192387
275,21,5,4,3,0.571428597,0.916666687,3.099999905,5.400000095,-0.249206327,0.027777789,-0.126666705,-0.093333213,67,23.62192387
276,21,6,4,2,0.785714269,0.75,2.599999905,5.199999809,-0.034920656,-0.138888897,-0.626666705,-0.293333499,67,23.62192387
277,21,7,3.25,2.333333254,0.714285731,1.083333373,2.299999952,6.099999905,-0.106349193,0.194444476,-0.926666657,0.606666597,67,23.62192387
278,21,8,3.5,4,0.571428597,0.5,2.700000048,5.900000095,-0.249206327,-0.388888897,-0.526666562,0.406666787,67,23.62192387
279,21,9,3.5,4,1,0.416666657,3.299999952,5.300000191,0.179365076,-0.472222241,0.073333343,-0.193333117,67,23.62192387
280,21,10,3.75,3.666666746,0.857142866,0.666666687,3.700000048,5.900000095,0.036507941,-0.222222211,0.473333438,0.406666787,67,23.62192387
281,21,11,3.75,3.666666746,0.928571403,0.75,2.799999952,5.199999809,0.107936479,-0.138888897,-0.426666657,-0.293333499,67,23.62192387
282,21,12,3.25,2.666666746,1.214285731,1,3.299999952,4.599999905,0.393650807,0.111111103,0.073333343,-0.893333403,67,23.62192387
283,21,13,3,1.666666627,0.928571403,1.083333373,4,5.300000191,0.107936479,0.194444476,0.773333391,-0.193333117,67,23.62192387
284,21,14,3.5,4,0.5,1.083333373,4.199999809,5.300000191,-0.320634924,0.194444476,0.9733332,-0.193333117,67,23.62192387
285,21,15,3.75,3.333333254,0.452380955,0.916666687,3.799999952,4.699999809,-0.368253969,0.027777789,0.573333343,-0.793333499,67,23.62192387
286,22,1,4.5,5,1.071428537,0.666666687,2.700000048,1.200000048,0.341269804,0.101851861,-1.299999952,-0.199999955,40,-3.378076127
287,22,2,6.25,6,0.571428597,0.333333343,5.5,1,-0.158730136,-0.231481483,1.5,-0.400000003,40,-3.378076127
288,22,3,6.25,5,0,0.333333343,4.599999905,1.600000024,-0.730158733,-0.231481483,0.599999905,0.200000021,40,-3.378076127
289,22,4,6,6.666666508,0.928571403,0.416666657,5,1.100000024,0.19841267,-0.148148169,1,-0.299999979,40,-3.378076127
290,22,5,6.75,6.333333492,1.214285731,0.666666687,5.800000191,1.5,0.484126998,0.101851861,1.800000191,0.099999997,40,-3.378076127
291,22,6,4.75,5.333333492,0,0.666666687,3.599999905,1.299999952,-0.730158733,0.101851861,-0.400000095,-0.10000005,40,-3.378076127
292,22,7,3,3.333333254,0.571428597,1,2.799999952,2.299999952,-0.158730136,0.435185174,-1.200000048,0.89999995,40,-3.378076127
293,22,8,4.5,5,0.5,0.333333343,3.299999952,1.600000024,-0.230158733,-0.231481483,-0.700000048,0.200000021,40,-3.378076127
294,22,9,5.5,6.333333492,1.714285731,0.666666687,2.700000048,1,0.984126998,0.101851861,-1.299999952,-0.400000003,40,-3.378076127
295,24,1,4.25,6.333333492,1.357142806,0.166666672,5.099999905,1.200000048,-0.031250048,0.072916671,0.606249884,-0.481249943,35,-8.378076127
296,24,2,6.25,7,2.571428537,0,6,1,1.183035683,-0.093750001,1.506249979,-0.681249991,35,-8.378076127
297,24,3,6.25,6,0.5,0,4.400000095,1,-0.888392854,-0.093750001,-0.093749925,-0.681249991,35,-8.378076127
298,24,4,5.25,5.666666508,0.357142866,0,3.700000048,1.399999976,-1.031249989,-0.093750001,-0.793749973,-0.281250015,35,-8.378076127
299,24,5,6.75,7,2,0,6.300000191,1,0.611607146,-0.093750001,1.80625017,-0.681249991,35,-8.378076127
300,24,6,5.75,6,1.928571463,0,4.099999905,1.299999952,0.540178608,-0.093750001,-0.393750116,-0.381250039,35,-8.378076127
301,24,7,5.5,6,0.785714269,0,3.900000095,1,-0.602678586,-0.093750001,-0.593749925,-0.681249991,35,-8.378076127
302,24,8,3,7,3.785714388,0,4.800000191,2,2.397321533,-0.093750001,0.30625017,0.318750009,35,-8.378076127
303,24,9,4,4.666666508,0.214285716,0,2.900000095,1.299999952,-1.174107138,-0.093750001,-1.593749925,-0.381250039,35,-8.378076127
304,24,10,6,6.333333492,2.214285612,0,6,1.100000024,0.825892758,-0.093750001,1.506249979,-0.581249967,35,-8.378076127
305,24,11,7,7,2.571428537,0.333333343,5.699999809,1.100000024,1.183035683,0.239583342,1.206249788,-0.581249967,35,-8.378076127
306,24,12,2.5,3,0.142857149,1,2.299999952,5.599999905,-1.245535705,0.906249999,-2.193750069,3.918749914,35,-8.378076127
307,24,13,5.75,5,0.357142866,0,2.700000048,1.600000024,-1.031249989,-0.093750001,-1.793749973,-0.081249967,35,-8.378076127
308,24,14,5,6.333333492,1.5,0,6.099999905,1.5,0.111607146,-0.093750001,1.606249884,-0.181249991,35,-8.378076127
309,24,15,7,6,1.142857194,0,5.300000191,2,-0.245535661,-0.093750001,0.80625017,0.318750009,35,-8.378076127
310,24,16,3.5,5,0.785714269,0,2.599999905,2.799999952,-0.602678586,-0.093750001,-1.893750116,1.118749961,35,-8.378076127
311,26,1,4.666666508,4.666666508,0.928571403,0.266666681,4.900000095,1.799999952,0.146520116,-0.087179473,0.785714337,-1.179365124,41,-2.378076127
312,26,2,3,3.333333254,0.440476209,0.833333313,4,3.799999952,-0.341575078,0.47948716,-0.114285759,0.820634876,41,-2.378076127
313,26,3,4.5,5.666666508,1.071428537,0.416666657,5,2.200000048,0.28937725,0.062820503,0.885714241,-0.779365029,41,-2.378076127
314,26,4,3.5,5,1.452381015,0.833333313,3.400000095,3.111111164,0.670329728,0.47948716,-0.714285663,0.131746088,41,-2.378076127
315,26,5,3,4.333333492,0.714285731,0.25,3.5,2.799999952,-0.067765556,-0.103846154,-0.614285759,-0.179365124,41,-2.378076127
316,26,6,3,5,0.714285731,0.083333336,3.700000048,3.599999905,-0.067765556,-0.270512818,-0.414285711,0.620634828,41,-2.378076127
317,26,7,3,5.666666508,0.916666687,0.25,5,2,0.1346154,-0.103846154,0.885714241,-0.979365076,41,-2.378076127
318,26,8,3.5,6,1,0,4.5,2.799999952,0.217948713,-0.353846154,0.385714241,-0.179365124,41,-2.378076127
319,26,9,3.75,4.666666508,0.428571433,0.333333343,3.599999905,2.5,-0.353479854,-0.020512811,-0.514285854,-0.479365076,41,-2.378076127
320,26,10,3.5,5.333333492,0.785714269,0.666666687,3.299999952,2.400000095,0.003662982,0.312820533,-0.814285806,-0.579364981,41,-2.378076127
321,26,11,3.25,4.333333492,0.214285716,0.25,3.700000048,4.099999905,-0.567765571,-0.103846154,-0.414285711,1.120634828,41,-2.378076127
322,26,12,3.25,5,0.714285731,0.25,4.300000191,4,-0.067765556,-0.103846154,0.185714432,1.020634924,41,-2.378076127
323,26,13,3.25,5,0.785714269,0.166666672,3.900000095,3.400000095,0.003662982,-0.187179482,-0.214285663,0.420635019,41,-2.378076127
324,27,1,6.75,5.666666508,1.142857194,0,3.700000048,1.5,-0.004761855,-0.694444451,-0.666666587,-0.933333317,35.93893814,-7.439137987
325,27,2,6,6,1.357142806,0.25,4.199999809,1.799999952,0.209523757,-0.444444451,-0.166666826,-0.633333365,35.93893814,-7.439137987
326,27,3,7,6,1.071428537,0.25,5,1.799999952,-0.076190511,-0.444444451,0.633333365,-0.633333365,35.93893814,-7.439137987
327,27,4,7,5.666666508,1.285714269,0.166666672,4.5,2.900000095,0.13809522,-0.527777779,0.133333365,0.466666778,35.93893814,-7.439137987
328,27,5,7,5.666666508,0.571428597,0.25,5.099999905,1.899999976,-0.576190452,-0.444444451,0.73333327,-0.533333341,35.93893814,-7.439137987
329,27,6,7,4.666666508,1.642857194,0.5,5,1.899999976,0.495238145,-0.194444451,0.633333365,-0.533333341,35.93893814,-7.439137987
330,27,7,7,3.666666746,0.857142866,0.666666687,4.5,2.099999905,-0.290476183,-0.027777764,0.133333365,-0.333333413,35.93893814,-7.439137987
331,27,8,5.5,3.666666746,0.857142866,1.083333373,4.199999809,1.799999952,-0.290476183,0.388888922,-0.166666826,-0.633333365,35.93893814,-7.439137987
332,27,9,7,5.333333492,1.142857194,0.5,4.400000095,2.299999952,-0.004761855,-0.194444451,0.03333346,-0.133333365,35.93893814,-7.439137987
333,27,10,6.75,5.666666508,1.142857194,0.416666657,5.099999905,2.400000095,-0.004761855,-0.277777794,0.73333327,-0.033333222,35.93893814,-7.439137987
334,27,11,6.5,4.666666508,0.857142866,0.916666687,4.5,3,-0.290476183,0.222222236,0.133333365,0.566666683,35.93893814,-7.439137987
335,27,12,6.5,4.666666508,1.071428537,0.833333313,4.699999809,3.299999952,-0.076190511,0.138888863,0.333333174,0.866666635,35.93893814,-7.439137987
336,27,13,6.75,4.666666508,1.357142806,2,3.400000095,3,0.209523757,1.305555549,-0.96666654,0.566666683,35.93893814,-7.439137987
337,27,14,6.5,4.333333492,1.5,1.583333373,3.299999952,3.599999905,0.352380951,0.888888922,-1.066666683,1.166666587,35.93893814,-7.439137987
338,27,15,6.5,5,1.357142806,1,3.900000095,3.200000048,0.209523757,0.305555549,-0.46666654,0.76666673,35.93893814,-7.439137987
339,28,1,4.5,6,2,0.416666657,6.300000191,1.100000024,0.021428609,-0.291666675,0.666666773,-0.477777746,31.28356934,-12.09450679
340,28,2,5.25,7,2.142857075,0.5,5.900000095,1.299999952,0.164285684,-0.208333331,0.266666677,-0.277777818,31.28356934,-12.09450679
341,28,3,5.5,6,1.785714269,0.666666687,5.800000191,1.5,-0.192857122,-0.041666645,0.166666773,-0.07777777,31.28356934,-12.09450679
342,28,4,7,6,2.142857075,0.916666687,4.699999809,1.100000024,0.164285684,0.208333355,-0.933333609,-0.477777746,31.28356934,-12.09450679
343,28,5,7,7,2.214285612,0.416666657,5.800000191,1.899999976,0.235714221,-0.291666675,0.166666773,0.322222206,31.28356934,-12.09450679
344,28,6,7,7,2.214285612,0.5,5.599999905,1.100000024,0.235714221,-0.208333331,-0.033333513,-0.477777746,31.28356934,-12.09450679
345,28,7,7,6,2,1.5,5,3.099999905,0.021428609,0.791666669,-0.633333418,1.522222135,31.28356934,-12.09450679
346,28,8,7,6,1.785714269,0.833333313,5.800000191,1.399999976,-0.192857122,0.124999982,0.166666773,-0.177777794,31.28356934,-12.09450679
347,28,9,7,7,1.428571463,0.833333313,5.800000191,1.700000048,-0.549999928,0.124999982,0.166666773,0.122222278,31.28356934,-12.09450679
348,29,1,6.75,6,1.071428537,0,4.099999905,1,-0.34285717,-0.405555551,-0.07703708,-0.213333344,25,-18.37807613
349,29,2,7,6.666666508,0.857142866,0.083333336,3.299999952,1.100000024,-0.557142842,-0.322222215,-0.877037032,-0.113333321,25,-18.37807613
350,29,3,7,7,1.071428537,0.75,4.599999905,1.100000024,-0.34285717,0.344444449,0.42296292,-0.113333321,25,-18.37807613
351,29,4,7,6.666666508,1.285714269,0.25,4.300000191,1.399999976,-0.128571439,-0.155555551,0.122963206,0.186666632,25,-18.37807613
352,29,5,7,6.666666508,1.214285731,0.166666672,4.555555344,1.100000024,-0.199999976,-0.238888879,0.378518359,-0.113333321,25,-18.37807613
353,29,6,7,7,1.571428537,0.583333313,5,1.299999952,0.15714283,0.177777763,0.822963015,0.086666608,25,-18.37807613
354,29,7,7,7,2.071428537,0.25,3.5,1.100000024,0.65714283,-0.155555551,-0.677036985,-0.113333321,25,-18.37807613
355,29,8,7,6.333333492,1.285714269,0.75,4.699999809,1,-0.128571439,0.344444449,0.522962825,-0.213333344,25,-18.37807613
356,29,9,7,7,1.428571463,0.5,4.199999809,1.200000048,0.014285755,0.094444449,0.022962825,-0.013333297,25,-18.37807613
357,29,10,7,7,1.571428537,0,3.799999952,1.200000048,0.15714283,-0.405555551,-0.377037032,-0.013333297,25,-18.37807613
358,29,11,7,7,1.928571463,0.833333313,4.699999809,1.600000024,0.514285755,0.427777763,0.522962825,0.386666679,25,-18.37807613
359,29,12,7,6,1.928571463,0.25,3.099999905,1,0.514285755,-0.155555551,-1.07703708,-0.213333344,25,-18.37807613
360,29,13,7,6,0.642857134,0.5,3.5,1,-0.771428573,0.094444449,-0.677036985,-0.213333344,25,-18.37807613
361,29,14,7,7,1.285714269,0.583333313,4,1.5,-0.128571439,0.177777763,-0.177036985,0.286666656,25,-18.37807613
362,29,15,7,5.666666508,2,0.583333313,5.300000191,1.600000024,0.585714293,0.177777763,1.122963206,0.386666679,25,-18.37807613
363,30,1,3.5,5,0.928571403,0.583333313,5.099999905,1.700000048,0.249999977,0.320512802,0.130769069,4.58E-08,37,-6.378076127
364,30,2,2.25,4.5,1.357142806,0.25,5.800000191,1.5,0.67857138,-0.012820511,0.830769355,-0.200000002,37,-6.378076127
365,30,3,1.75,3.333333254,0.428571433,0.833333313,5.5,2.200000048,-0.249999993,0.570512802,0.530769165,0.500000046,37,-6.378076127
366,30,4,2.25,5,1.357142806,0.166666672,5.800000191,1.700000048,0.67857138,-0.09615384,0.830769355,4.58E-08,37,-6.378076127
367,30,5,2,5,0.5,0.083333336,4.800000191,1.600000024,-0.178571426,-0.179487176,-0.169230645,-0.099999978,37,-6.378076127
368,30,6,3,5,0.821428597,0.083333336,4.800000191,1.299999952,0.142857171,-0.179487176,-0.169230645,-0.40000005,37,-6.378076127
369,30,7,2.25,4.666666508,0.142857149,0.166666672,5,1.700000048,-0.535714277,-0.09615384,0.030769165,4.58E-08,37,-6.378076127
370,30,8,2,4.333333492,0.714285731,0.083333336,4.300000191,1.299999952,0.035714305,-0.179487176,-0.669230645,-0.40000005,37,-6.378076127
371,30,9,2,5,0.5,0.25,4.599999905,1.5,-0.178571426,-0.012820511,-0.369230931,-0.200000002,37,-6.378076127
372,30,10,1.75,4.333333492,0.142857149,0.5,4.699999809,1.899999976,-0.535714277,0.237179489,-0.269231026,0.199999974,37,-6.378076127
373,30,11,1.75,4.333333492,0.714285731,0.083333336,4.800000191,2,0.035714305,-0.179487176,-0.169230645,0.299999998,37,-6.378076127
374,30,12,1.75,4.666666508,0.642857134,0.083333336,4.5,1.600000024,-0.035714292,-0.179487176,-0.469230835,-0.099999978,37,-6.378076127
375,30,13,1.75,3.666666746,0.571428597,0.25,4.900000095,2.099999905,-0.107142829,-0.012820511,-0.06923074,0.399999903,37,-6.378076127
376,31,1,4,4.333333492,2.785714388,0.833333313,4.5,3.799999952,0.589285821,0.31249998,-0.193749949,1.581249945,48,4.621923873
377,31,2,3,5.666666508,2.357142925,0.583333313,4.599999905,2,0.160714358,0.06249998,-0.093750045,-0.218750007,48,4.621923873
378,31,3,2.5,4.666666508,2.142857075,0.666666687,3.799999952,2.799999952,-0.053571492,0.145833354,-0.893749997,0.581249945,48,4.621923873
379,31,4,3,7,1.785714269,0.25,5.800000191,1.299999952,-0.410714298,-0.270833333,1.106250241,-0.918750055,48,4.621923873
380,31,5,3,7,2.214285612,0.25,6,1,0.017857045,-0.270833333,1.306250051,-1.218750007,48,4.621923873
381,31,6,3.25,7,2.214285612,0.25,5.599999905,1,0.017857045,-0.270833333,0.906249955,-1.218750007,48,4.621923873
382,31,7,3.75,7,2.285714388,0.416666657,6.199999809,1.899999976,0.089285821,-0.104166676,1.50624986,-0.318750031,48,4.621923873
383,31,8,4,6,2.214285612,0.5,5.099999905,1.799999952,0.017857045,-0.020833333,0.406249955,-0.418750055,48,4.621923873
384,31,9,3.75,7,2.285714388,0.666666687,6.199999809,1.200000048,0.089285821,0.145833354,1.50624986,-1.01874996,48,4.621923873
385,31,10,3,5.666666508,2.571428537,0.416666657,4,2,0.37499997,-0.104166676,-0.693749949,-0.218750007,48,4.621923873
386,31,11,3,4.666666508,2,0.916666687,4.199999809,2.5,-0.196428567,0.395833354,-0.49375014,0.281249993,48,4.621923873
387,31,12,3.25,5.333333492,2.928571463,0.333333343,4,2.299999952,0.732142895,-0.18749999,-0.693749949,0.081249945,48,4.621923873
388,31,13,3.75,6,2.071428537,0.5,4.5,1.700000048,-0.12500003,-0.020833333,-0.193749949,-0.51874996,48,4.621923873
389,31,14,3,6,1.857142806,0.166666672,4.099999905,2.200000048,-0.339285761,-0.354166661,-0.593750045,-0.01874996,48,4.621923873
390,31,15,3.75,4.666666508,1.785714269,0.833333313,3.5,3.700000048,-0.410714298,0.31249998,-1.193749949,1.48125004,48,4.621923873
391,31,16,3.25,4.666666508,1.642857194,0.75,3,4.300000191,-0.553571373,0.229166667,-1.693749949,2.081250183,48,4.621923873
392,33,1,6.75,4,0.857142866,0.666666687,2.599999905,2.299999952,0.275510217,0.333333352,-1.350000041,0.528571367,32,-11.37807613
393,33,2,6.25,5,0.428571433,0.833333313,3.299999952,1.5,-0.153061215,0.499999979,-0.649999993,-0.271428585,32,-11.37807613
394,33,3,6,6,0.142857149,0.416666657,4.900000095,1.200000048,-0.438775499,0.083333323,0.95000015,-0.571428537,32,-11.37807613
